student_dim_id,sis_user_id,student_label,export_id,canvas_gradebook_section,graduation_year,graduation_year_suffix,cohort_label,entry_school_year,entry_school_year_offset,graduation_school_year,graduation_school_year_offset,attendance_category,attendance_probability,latest_academic_profile_status,latest_posterior_readiness,latest_latent_readiness,latest_present_score
276,SYN-SIS-000276,Synthetic Student 276,SYN-EXP-000276,Section D,2027,27,class_of_2027,2025-2026,0,2026-2027,1,normal,0.9263,updated_assignment_04,48.13278360611761,46.1939,49.13
277,SYN-SIS-000277,Synthetic Student 277,SYN-EXP-000277,Section A,2026,26,class_of_2026,2025-2026,0,2025-2026,0,high,0.997,updated_assignment_02,61.68413664833531,63.0672,62.48
278,SYN-SIS-000278,Synthetic Student 278,SYN-EXP-000278,Section B,2028,28,class_of_2028,2025-2026,0,2027-2028,2,high,0.9599,updated_assignment_06,97.4549236525923,97.4478,99.46
279,SYN-SIS-000279,Synthetic Student 279,SYN-EXP-000279,Section C,2029,29,class_of_2029,2025-2026,0,2028-2029,3,normal,0.9184,updated_assignment_08,31.691994189267113,29.1513,31.82
280,SYN-SIS-000280,Synthetic Student 280,SYN-EXP-000280,Section D,2029,29,class_of_2029,2025-2026,0,2028-2029,3,normal,0.8501,observed_readiness_unchanged_absent,27.88843961281615,33.6399,26.51
281,SYN-SIS-000281,Synthetic Student 281,SYN-EXP-000281,Section A,2029,29,class_of_2029,2025-2026,0,2028-2029,3,at_risk,0.7945,observed_readiness_unchanged_absent,54.68620669975621,54.6821,56.33
282,SYN-SIS-000282,Synthetic Student 282,SYN-EXP-000282,Section B,2027,27,class_of_2027,2025-2026,0,2026-2027,1,high,0.9852,updated_assignment_04,77.93282213791281,78.6302,80.05
283,SYN-SIS-000283,Synthetic Student 283,SYN-EXP-000283,Section C,2029,29,class_of_2029,2025-2026,0,2028-2029,3,high,0.9869,updated_assignment_08,35.25049165603001,37.3943,35.74
284,SYN-SIS-000284,Synthetic Student 284,SYN-EXP-000284,Section D,2026,26,class_of_2026,2025-2026,0,2025-2026,0,at_risk,0.748,observed_readiness_unchanged_absent,46.0317775862069,47.7498,44.13
285,SYN-SIS-000285,Synthetic Student 285,SYN-EXP-000285,Section A,2027,27,class_of_2027,2025-2026,0,2026-2027,1,high,0.9893,updated_assignment_04,85.8370717117827,90.9144,85.65
286,SYN-SIS-000286,Synthetic Student 286,SYN-EXP-000286,Section B,2027,27,class_of_2027,2025-2026,0,2026-2027,1,at_risk,0.6373,updated_assignment_04,45.69536750297266,42.628,45.99
287,SYN-SIS-000287,Synthetic Student 287,SYN-EXP-000287,Section C,2026,26,class_of_2026,2025-2026,0,2025-2026,0,normal,0.9378,updated_assignment_02,56.17683135701546,58.3369,57.05
288,SYN-SIS-000288,Synthetic Student 288,SYN-EXP-000288,Section D,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9582,updated_assignment_10,51.05727946981882,50.3923,52.32
289,SYN-SIS-000289,Synthetic Student 289,SYN-EXP-000289,Section A,2030,30,class_of_2030,2026-2027,1,2029-2030,4,at_risk,0.7237,updated_assignment_10,35.00851232620609,38.8303,34.0
290,SYN-SIS-000290,Synthetic Student 290,SYN-EXP-000290,Section B,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9775,updated_assignment_10,24.63933436791603,28.8271,24.16
291,SYN-SIS-000291,Synthetic Student 291,SYN-EXP-000291,Section C,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9764,updated_assignment_10,97.61853197594154,100.0,98.52
292,SYN-SIS-000292,Synthetic Student 292,SYN-EXP-000292,Section D,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9751,updated_assignment_10,67.18784011138071,74.3293,66.97
293,SYN-SIS-000293,Synthetic Student 293,SYN-EXP-000293,Section A,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9802,updated_assignment_10,64.4083708454925,65.206,65.43
294,SYN-SIS-000294,Synthetic Student 294,SYN-EXP-000294,Section B,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9952,updated_assignment_10,43.675562704376645,46.2798,43.62
295,SYN-SIS-000295,Synthetic Student 295,SYN-EXP-000295,Section C,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9956,updated_assignment_10,66.71894536474629,70.9299,66.5
296,SYN-SIS-000296,Synthetic Student 296,SYN-EXP-000296,Section D,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.9154,updated_assignment_10,51.6543736533339,50.359,52.39
297,SYN-SIS-000297,Synthetic Student 297,SYN-EXP-000297,Section A,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9676,updated_assignment_10,60.5365027155284,60.0348,61.59
298,SYN-SIS-000298,Synthetic Student 298,SYN-EXP-000298,Section B,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9847,updated_assignment_10,52.775886390468976,52.9273,53.69
299,SYN-SIS-000299,Synthetic Student 299,SYN-EXP-000299,Section C,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.9381,updated_assignment_10,32.52909533526537,33.4494,31.73
300,SYN-SIS-000300,Synthetic Student 300,SYN-EXP-000300,Section D,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9746,updated_assignment_10,39.17797680873105,45.476,37.98
301,SYN-SIS-000301,Synthetic Student 301,SYN-EXP-000301,Section A,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9878,updated_assignment_10,73.75918060896393,71.9298,74.67
302,SYN-SIS-000302,Synthetic Student 302,SYN-EXP-000302,Section B,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.9491,updated_assignment_10,69.52734628072561,67.0464,71.49
303,SYN-SIS-000303,Synthetic Student 303,SYN-EXP-000303,Section C,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.991,updated_assignment_10,54.14025929388895,55.438,54.72
304,SYN-SIS-000304,Synthetic Student 304,SYN-EXP-000304,Section D,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.9353,updated_assignment_10,58.823540506139054,57.3084,60.31
305,SYN-SIS-000305,Synthetic Student 305,SYN-EXP-000305,Section A,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.9303,updated_assignment_10,47.68926276219999,54.4473,47.56
306,SYN-SIS-000306,Synthetic Student 306,SYN-EXP-000306,Section B,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.9315,updated_assignment_10,61.49455432409518,62.9668,61.79
307,SYN-SIS-000307,Synthetic Student 307,SYN-EXP-000307,Section C,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9783,updated_assignment_10,55.28547019841332,56.3987,56.04
308,SYN-SIS-000308,Synthetic Student 308,SYN-EXP-000308,Section D,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9801,updated_assignment_10,46.79992499437621,44.3963,48.41
309,SYN-SIS-000309,Synthetic Student 309,SYN-EXP-000309,Section A,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9939,updated_assignment_10,59.62486379766699,59.739,60.8
310,SYN-SIS-000310,Synthetic Student 310,SYN-EXP-000310,Section B,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.9385,updated_assignment_10,45.06029574876186,43.4167,45.15
311,SYN-SIS-000311,Synthetic Student 311,SYN-EXP-000311,Section C,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9538,updated_assignment_10,65.13089392698748,65.4324,66.49
312,SYN-SIS-000312,Synthetic Student 312,SYN-EXP-000312,Section D,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.9103,updated_assignment_10,77.69304110566168,76.4419,78.84
313,SYN-SIS-000313,Synthetic Student 313,SYN-EXP-000313,Section A,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9955,updated_assignment_10,22.617610130552897,24.8477,20.68
314,SYN-SIS-000314,Synthetic Student 314,SYN-EXP-000314,Section B,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.9459,updated_assignment_10,82.25499493903921,85.2007,82.16
315,SYN-SIS-000315,Synthetic Student 315,SYN-EXP-000315,Section C,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.9378,updated_assignment_10,52.79539714700396,50.1693,54.49
316,SYN-SIS-000316,Synthetic Student 316,SYN-EXP-000316,Section D,2030,30,class_of_2030,2026-2027,1,2029-2030,4,at_risk,0.6552,observed_readiness_unchanged_absent,69.6017085857897,70.2709,70.53
317,SYN-SIS-000317,Synthetic Student 317,SYN-EXP-000317,Section A,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9913,updated_assignment_10,62.59005153276363,63.2208,63.3
318,SYN-SIS-000318,Synthetic Student 318,SYN-EXP-000318,Section B,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9801,updated_assignment_10,73.69117278810569,77.2763,74.37
319,SYN-SIS-000319,Synthetic Student 319,SYN-EXP-000319,Section C,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.9499,updated_assignment_10,44.87433427480718,47.8254,44.2
320,SYN-SIS-000320,Synthetic Student 320,SYN-EXP-000320,Section D,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9935,updated_assignment_10,44.74314410948769,47.2292,45.19
321,SYN-SIS-000321,Synthetic Student 321,SYN-EXP-000321,Section A,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9965,updated_assignment_10,47.59884451099921,47.987,47.78
322,SYN-SIS-000322,Synthetic Student 322,SYN-EXP-000322,Section B,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.927,updated_assignment_10,49.286698380071826,50.879,49.89
323,SYN-SIS-000323,Synthetic Student 323,SYN-EXP-000323,Section C,2030,30,class_of_2030,2026-2027,1,2029-2030,4,at_risk,0.6843,updated_assignment_10,39.972749381409734,43.8921,39.12
324,SYN-SIS-000324,Synthetic Student 324,SYN-EXP-000324,Section D,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.8909,updated_assignment_10,49.188929407628045,49.4812,50.37
325,SYN-SIS-000325,Synthetic Student 325,SYN-EXP-000325,Section A,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9951,updated_assignment_10,41.7609799582065,43.3287,42.13
326,SYN-SIS-000326,Synthetic Student 326,SYN-EXP-000326,Section B,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.8995,updated_assignment_10,72.85562170192996,74.8578,73.84
327,SYN-SIS-000327,Synthetic Student 327,SYN-EXP-000327,Section C,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.9172,updated_assignment_10,46.931137058277585,49.4588,47.52
328,SYN-SIS-000328,Synthetic Student 328,SYN-EXP-000328,Section D,2030,30,class_of_2030,2026-2027,1,2029-2030,4,at_risk,0.6889,updated_assignment_10,81.87108999156723,85.2012,82.79
329,SYN-SIS-000329,Synthetic Student 329,SYN-EXP-000329,Section A,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9858,updated_assignment_10,54.893987912156824,59.4826,55.15
330,SYN-SIS-000330,Synthetic Student 330,SYN-EXP-000330,Section B,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.976,updated_assignment_10,57.46321325617044,60.2164,58.4
331,SYN-SIS-000331,Synthetic Student 331,SYN-EXP-000331,Section C,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9799,updated_assignment_10,54.92552807574733,54.8399,55.39
332,SYN-SIS-000332,Synthetic Student 332,SYN-EXP-000332,Section D,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.9392,updated_assignment_10,57.7618819126133,55.4263,59.52
333,SYN-SIS-000333,Synthetic Student 333,SYN-EXP-000333,Section A,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.9132,updated_assignment_10,57.22738267756597,58.366,58.32
334,SYN-SIS-000334,Synthetic Student 334,SYN-EXP-000334,Section B,2030,30,class_of_2030,2026-2027,1,2029-2030,4,at_risk,0.7084,updated_assignment_10,62.67083388603452,59.4606,64.6
335,SYN-SIS-000335,Synthetic Student 335,SYN-EXP-000335,Section C,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9724,updated_assignment_10,34.72330291221433,36.4295,35.03
336,SYN-SIS-000336,Synthetic Student 336,SYN-EXP-000336,Section D,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.9274,updated_assignment_10,70.18467643606277,65.4335,71.67
337,SYN-SIS-000337,Synthetic Student 337,SYN-EXP-000337,Section A,2030,30,class_of_2030,2026-2027,1,2029-2030,4,at_risk,0.7931,observed_readiness_unchanged_absent,41.046405183206026,44.0848,40.92
338,SYN-SIS-000338,Synthetic Student 338,SYN-EXP-000338,Section B,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.9334,updated_assignment_10,62.51816539213461,60.3426,63.45
339,SYN-SIS-000339,Synthetic Student 339,SYN-EXP-000339,Section C,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.939,updated_assignment_10,40.011391569208236,40.3511,40.01
340,SYN-SIS-000340,Synthetic Student 340,SYN-EXP-000340,Section D,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9834,updated_assignment_10,75.27282597215482,77.3127,76.54
341,SYN-SIS-000341,Synthetic Student 341,SYN-EXP-000341,Section A,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.997,updated_assignment_10,49.76649112280217,50.2745,50.05
342,SYN-SIS-000342,Synthetic Student 342,SYN-EXP-000342,Section B,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.8968,updated_assignment_10,71.29142799925624,69.686,73.09
343,SYN-SIS-000343,Synthetic Student 343,SYN-EXP-000343,Section C,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.9393,updated_assignment_10,72.20193096698947,72.9961,74.53
344,SYN-SIS-000344,Synthetic Student 344,SYN-EXP-000344,Section D,2030,30,class_of_2030,2026-2027,1,2029-2030,4,high,0.9925,updated_assignment_10,39.43289676109963,39.0382,39.73
345,SYN-SIS-000345,Synthetic Student 345,SYN-EXP-000345,Section A,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.9598,updated_assignment_10,33.66662676641485,34.9402,33.59
346,SYN-SIS-000346,Synthetic Student 346,SYN-EXP-000346,Section B,2030,30,class_of_2030,2026-2027,1,2029-2030,4,normal,0.9284,updated_assignment_10,26.48338396386425,26.6324,26.54
347,SYN-SIS-000347,Synthetic Student 347,SYN-EXP-000347,Section C,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.9141,updated_assignment_12,39.444604497580535,37.648,40.26
348,SYN-SIS-000348,Synthetic Student 348,SYN-EXP-000348,Section D,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9741,updated_assignment_12,58.39784856104327,59.5378,59.5
349,SYN-SIS-000349,Synthetic Student 349,SYN-EXP-000349,Section A,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.9039,updated_assignment_12,57.22165789806151,60.6564,57.29
350,SYN-SIS-000350,Synthetic Student 350,SYN-EXP-000350,Section B,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.9221,updated_assignment_12,70.94119280802465,77.041,71.15
351,SYN-SIS-000351,Synthetic Student 351,SYN-EXP-000351,Section C,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9608,updated_assignment_12,56.704266716219465,55.3667,57.38
352,SYN-SIS-000352,Synthetic Student 352,SYN-EXP-000352,Section D,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.9534,updated_assignment_12,66.5402051827577,69.9054,66.67
353,SYN-SIS-000353,Synthetic Student 353,SYN-EXP-000353,Section A,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.9204,updated_assignment_12,37.0101944549731,37.0204,37.0
354,SYN-SIS-000354,Synthetic Student 354,SYN-EXP-000354,Section B,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9871,updated_assignment_12,47.453455191069025,47.2929,48.26
355,SYN-SIS-000355,Synthetic Student 355,SYN-EXP-000355,Section C,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.9375,updated_assignment_12,69.4713476065043,66.153,70.55
356,SYN-SIS-000356,Synthetic Student 356,SYN-EXP-000356,Section D,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.8783,updated_assignment_12,92.16084368688503,88.8116,94.07
357,SYN-SIS-000357,Synthetic Student 357,SYN-EXP-000357,Section A,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9807,updated_assignment_12,27.935109287647354,33.8408,26.9
358,SYN-SIS-000358,Synthetic Student 358,SYN-EXP-000358,Section B,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9758,updated_assignment_12,52.09357323731374,53.493,52.22
359,SYN-SIS-000359,Synthetic Student 359,SYN-EXP-000359,Section C,2031,31,class_of_2031,2027-2028,2,2030-2031,5,at_risk,0.7532,updated_assignment_12,75.74519035955524,78.9754,76.63
360,SYN-SIS-000360,Synthetic Student 360,SYN-EXP-000360,Section D,2031,31,class_of_2031,2027-2028,2,2030-2031,5,at_risk,0.6434,observed_readiness_unchanged_absent,46.855986013213425,53.2638,46.8
361,SYN-SIS-000361,Synthetic Student 361,SYN-EXP-000361,Section A,2031,31,class_of_2031,2027-2028,2,2030-2031,5,at_risk,0.709,updated_assignment_12,52.1024606652579,51.5428,53.33
362,SYN-SIS-000362,Synthetic Student 362,SYN-EXP-000362,Section B,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.986,updated_assignment_12,98.14351097329777,97.8165,99.79
363,SYN-SIS-000363,Synthetic Student 363,SYN-EXP-000363,Section C,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9546,updated_assignment_12,27.892053779459616,29.3483,28.07
364,SYN-SIS-000364,Synthetic Student 364,SYN-EXP-000364,Section D,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9904,updated_assignment_12,25.19637204826449,28.0768,24.58
365,SYN-SIS-000365,Synthetic Student 365,SYN-EXP-000365,Section A,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9875,updated_assignment_12,62.448764772657775,64.0065,63.18
366,SYN-SIS-000366,Synthetic Student 366,SYN-EXP-000366,Section B,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.988,updated_assignment_12,37.72941429917565,38.6845,38.73
367,SYN-SIS-000367,Synthetic Student 367,SYN-EXP-000367,Section C,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.9224,updated_assignment_12,36.52087521475034,38.7569,36.74
368,SYN-SIS-000368,Synthetic Student 368,SYN-EXP-000368,Section D,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9534,updated_assignment_12,49.330254644990234,56.3821,48.59
369,SYN-SIS-000369,Synthetic Student 369,SYN-EXP-000369,Section A,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9432,updated_assignment_12,56.00108887220237,55.3932,56.62
370,SYN-SIS-000370,Synthetic Student 370,SYN-EXP-000370,Section B,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.9456,updated_assignment_12,44.17864155205757,46.5078,43.83
371,SYN-SIS-000371,Synthetic Student 371,SYN-EXP-000371,Section C,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9928,updated_assignment_12,68.57882096958585,63.6509,71.21
372,SYN-SIS-000372,Synthetic Student 372,SYN-EXP-000372,Section D,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9898,updated_assignment_12,55.42322936609911,54.6118,55.57
373,SYN-SIS-000373,Synthetic Student 373,SYN-EXP-000373,Section A,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9809,updated_assignment_12,66.69692060633545,63.812,67.14
374,SYN-SIS-000374,Synthetic Student 374,SYN-EXP-000374,Section B,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.9183,updated_assignment_12,33.04895199913046,33.9865,32.94
375,SYN-SIS-000375,Synthetic Student 375,SYN-EXP-000375,Section C,2031,31,class_of_2031,2027-2028,2,2030-2031,5,at_risk,0.5934,updated_assignment_12,83.68526376364345,88.7091,84.03
376,SYN-SIS-000376,Synthetic Student 376,SYN-EXP-000376,Section D,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9944,updated_assignment_12,75.57805093039403,70.8422,77.22
377,SYN-SIS-000377,Synthetic Student 377,SYN-EXP-000377,Section A,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.9433,updated_assignment_12,34.30917793048418,32.8188,35.5
378,SYN-SIS-000378,Synthetic Student 378,SYN-EXP-000378,Section B,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9746,updated_assignment_12,88.00772539575163,89.8501,88.66
379,SYN-SIS-000379,Synthetic Student 379,SYN-EXP-000379,Section C,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9864,updated_assignment_12,60.47308240707747,62.4508,61.62
380,SYN-SIS-000380,Synthetic Student 380,SYN-EXP-000380,Section D,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9891,updated_assignment_12,33.956073362748725,35.8287,34.78
381,SYN-SIS-000381,Synthetic Student 381,SYN-EXP-000381,Section A,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9992,updated_assignment_12,54.33477985826319,55.5757,54.86
382,SYN-SIS-000382,Synthetic Student 382,SYN-EXP-000382,Section B,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9708,updated_assignment_12,48.83133151275284,48.8235,49.47
383,SYN-SIS-000383,Synthetic Student 383,SYN-EXP-000383,Section C,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.8691,updated_assignment_12,42.700409250206,45.4373,42.56
384,SYN-SIS-000384,Synthetic Student 384,SYN-EXP-000384,Section D,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9984,updated_assignment_12,79.27162717303489,77.2301,80.01
385,SYN-SIS-000385,Synthetic Student 385,SYN-EXP-000385,Section A,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.9591,updated_assignment_12,70.18634025800104,71.8896,70.98
386,SYN-SIS-000386,Synthetic Student 386,SYN-EXP-000386,Section B,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.946,updated_assignment_12,45.46352451248428,40.7474,46.66
387,SYN-SIS-000387,Synthetic Student 387,SYN-EXP-000387,Section C,2031,31,class_of_2031,2027-2028,2,2030-2031,5,at_risk,0.7326,updated_assignment_12,47.85779164815782,52.5887,47.43
388,SYN-SIS-000388,Synthetic Student 388,SYN-EXP-000388,Section D,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9939,updated_assignment_12,60.172591548551885,58.0262,61.65
389,SYN-SIS-000389,Synthetic Student 389,SYN-EXP-000389,Section A,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9898,updated_assignment_12,51.036349236695706,49.5321,51.83
390,SYN-SIS-000390,Synthetic Student 390,SYN-EXP-000390,Section B,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.8721,updated_assignment_12,94.39840482928948,94.432,95.1
391,SYN-SIS-000391,Synthetic Student 391,SYN-EXP-000391,Section C,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.9393,updated_assignment_12,57.82009941506208,53.383,58.43
392,SYN-SIS-000392,Synthetic Student 392,SYN-EXP-000392,Section D,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9891,updated_assignment_12,51.99782099172326,47.9426,53.63
393,SYN-SIS-000393,Synthetic Student 393,SYN-EXP-000393,Section A,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9918,updated_assignment_12,30.310003356134025,28.269,30.88
394,SYN-SIS-000394,Synthetic Student 394,SYN-EXP-000394,Section B,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9859,updated_assignment_12,35.18092152339181,35.3112,34.71
395,SYN-SIS-000395,Synthetic Student 395,SYN-EXP-000395,Section C,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.9684,updated_assignment_12,49.148394975453485,46.3263,50.22
396,SYN-SIS-000396,Synthetic Student 396,SYN-EXP-000396,Section D,2031,31,class_of_2031,2027-2028,2,2030-2031,5,at_risk,0.6697,updated_assignment_12,84.14260201435394,86.2339,85.18
397,SYN-SIS-000397,Synthetic Student 397,SYN-EXP-000397,Section A,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9846,updated_assignment_12,29.541726450145575,33.7035,29.4
398,SYN-SIS-000398,Synthetic Student 398,SYN-EXP-000398,Section B,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9728,updated_assignment_12,55.79807745973212,57.8238,56.23
399,SYN-SIS-000399,Synthetic Student 399,SYN-EXP-000399,Section C,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.8764,updated_assignment_12,75.99449381508299,81.4762,76.24
400,SYN-SIS-000400,Synthetic Student 400,SYN-EXP-000400,Section D,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.8861,updated_assignment_12,41.70828136429162,44.2382,42.09
401,SYN-SIS-000401,Synthetic Student 401,SYN-EXP-000401,Section A,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9827,updated_assignment_12,59.352440545158146,62.0969,59.72
402,SYN-SIS-000402,Synthetic Student 402,SYN-EXP-000402,Section B,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.8746,updated_assignment_12,83.60845141376954,84.3711,85.35
403,SYN-SIS-000403,Synthetic Student 403,SYN-EXP-000403,Section C,2031,31,class_of_2031,2027-2028,2,2030-2031,5,at_risk,0.7373,updated_assignment_12,81.79591062982627,84.8102,83.17
404,SYN-SIS-000404,Synthetic Student 404,SYN-EXP-000404,Section D,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9626,updated_assignment_12,77.8415025529405,79.0515,78.55
405,SYN-SIS-000405,Synthetic Student 405,SYN-EXP-000405,Section A,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9697,updated_assignment_12,32.99291956605618,33.4889,32.95
406,SYN-SIS-000406,Synthetic Student 406,SYN-EXP-000406,Section B,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9485,updated_assignment_12,87.50991765826242,88.5781,89.29
407,SYN-SIS-000407,Synthetic Student 407,SYN-EXP-000407,Section C,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.9867,updated_assignment_12,50.47321539276426,47.8428,50.19
408,SYN-SIS-000408,Synthetic Student 408,SYN-EXP-000408,Section D,2031,31,class_of_2031,2027-2028,2,2030-2031,5,high,0.982,updated_assignment_12,56.62061819776947,54.0333,57.85
409,SYN-SIS-000409,Synthetic Student 409,SYN-EXP-000409,Section A,2031,31,class_of_2031,2027-2028,2,2030-2031,5,normal,0.9322,updated_assignment_12,55.747631815198865,62.4037,55.55
410,SYN-SIS-000410,Synthetic Student 410,SYN-EXP-000410,Section B,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9944,updated_assignment_14,91.7884783012181,91.648,92.78
411,SYN-SIS-000411,Synthetic Student 411,SYN-EXP-000411,Section C,2032,32,class_of_2032,2028-2029,3,2031-2032,6,at_risk,0.7435,updated_assignment_14,77.95694471457308,78.1256,79.85
412,SYN-SIS-000412,Synthetic Student 412,SYN-EXP-000412,Section D,2032,32,class_of_2032,2028-2029,3,2031-2032,6,high,0.9777,updated_assignment_14,54.55947018649529,50.299,55.19
413,SYN-SIS-000413,Synthetic Student 413,SYN-EXP-000413,Section A,2032,32,class_of_2032,2028-2029,3,2031-2032,6,normal,0.9384,updated_assignment_14,55.35075661379514,62.3834,55.31
