lms_enrollment_fact_id,student_dim_id,course_dim_id,section_dim_id,teacher_dim_id,extraction_batch_id,source_system,school_year,canvas_course_id,course_id,section_id,teacher_id,sis_user_id,grade_level,enrollment_status,is_active_enrollment,reconciliation_status
999,112,8,97,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-023,TCH-005,SYN-SIS-000112,12,active,true,matched
1000,173,8,97,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-023,TCH-005,SYN-SIS-000173,12,active,true,matched
1001,196,8,97,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-023,TCH-005,SYN-SIS-000196,12,active,true,matched
1002,206,8,97,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-023,TCH-005,SYN-SIS-000206,12,active,true,matched
1003,271,8,97,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-023,TCH-005,SYN-SIS-000271,12,active,true,matched
1004,274,8,97,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-023,TCH-005,SYN-SIS-000274,12,active,true,matched
1005,291,8,97,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-023,TCH-005,SYN-SIS-000291,11,active,true,matched
1006,307,8,97,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-023,TCH-005,SYN-SIS-000307,11,active,true,matched
1007,314,8,97,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-023,TCH-005,SYN-SIS-000314,11,active,true,matched
1008,25,8,98,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-024,TCH-005,SYN-SIS-000025,12,active,true,matched
1009,32,8,98,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-024,TCH-005,SYN-SIS-000032,12,active,true,matched
1010,55,8,98,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-024,TCH-005,SYN-SIS-000055,12,active,true,matched
1011,127,8,98,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-024,TCH-005,SYN-SIS-000127,12,active,true,matched
1012,146,8,98,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-024,TCH-005,SYN-SIS-000146,12,active,true,matched
1013,160,8,98,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-024,TCH-005,SYN-SIS-000160,12,active,true,matched
1014,167,8,98,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-024,TCH-005,SYN-SIS-000167,12,active,true,matched
1015,193,8,98,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-024,TCH-005,SYN-SIS-000193,12,active,true,matched
1016,236,8,98,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-024,TCH-005,SYN-SIS-000236,12,active,true,matched
1017,251,8,98,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-024,TCH-005,SYN-SIS-000251,12,active,true,matched
1018,260,8,98,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-024,TCH-005,SYN-SIS-000260,12,active,true,matched
1019,281,8,98,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-024,TCH-005,SYN-SIS-000281,12,active,true,matched
1020,337,8,98,20,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-CALC-BC-2028-2029,MATH-AP-CALC-BC,Y03-SEC-024,TCH-005,SYN-SIS-000337,11,active,true,matched
1021,46,5,87,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-013,TCH-004,SYN-SIS-000046,12,active,true,matched
1022,86,5,87,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-013,TCH-004,SYN-SIS-000086,12,active,true,matched
1023,225,5,87,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-013,TCH-004,SYN-SIS-000225,12,active,true,matched
1024,292,5,87,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-013,TCH-004,SYN-SIS-000292,11,active,true,matched
1025,369,5,87,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-013,TCH-004,SYN-SIS-000369,10,active,true,matched
1026,370,5,87,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-013,TCH-004,SYN-SIS-000370,10,active,true,matched
1027,373,5,87,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-013,TCH-004,SYN-SIS-000373,10,active,true,matched
1028,381,5,87,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-013,TCH-004,SYN-SIS-000381,10,active,true,matched
1029,387,5,87,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-013,TCH-004,SYN-SIS-000387,10,active,true,matched
1030,435,5,87,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-013,TCH-004,SYN-SIS-000435,9,active,true,matched
1031,81,5,88,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-014,TCH-004,SYN-SIS-000081,12,active,true,matched
1032,295,5,88,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-014,TCH-004,SYN-SIS-000295,11,active,true,matched
1033,312,5,88,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-014,TCH-004,SYN-SIS-000312,11,active,true,matched
1034,316,5,88,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-014,TCH-004,SYN-SIS-000316,11,active,true,matched
1035,328,5,88,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-014,TCH-004,SYN-SIS-000328,11,active,true,matched
1036,351,5,88,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-014,TCH-004,SYN-SIS-000351,10,active,true,matched
1037,357,5,88,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-014,TCH-004,SYN-SIS-000357,10,active,true,matched
1038,362,5,88,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-014,TCH-004,SYN-SIS-000362,10,active,true,matched
1039,396,5,88,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-014,TCH-004,SYN-SIS-000396,10,active,true,matched
1040,401,5,88,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-014,TCH-004,SYN-SIS-000401,10,active,true,matched
1041,221,5,89,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-015,TCH-004,SYN-SIS-000221,12,active,true,matched
1042,311,5,89,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-015,TCH-004,SYN-SIS-000311,11,active,true,matched
1043,318,5,89,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-015,TCH-004,SYN-SIS-000318,11,active,true,matched
1044,326,5,89,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-015,TCH-004,SYN-SIS-000326,11,active,true,matched
1045,368,5,89,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-015,TCH-004,SYN-SIS-000368,10,active,true,matched
1046,371,5,89,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-015,TCH-004,SYN-SIS-000371,10,active,true,matched
1047,403,5,89,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-015,TCH-004,SYN-SIS-000403,10,active,true,matched
1048,431,5,89,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-015,TCH-004,SYN-SIS-000431,9,active,true,matched
1049,447,5,89,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-AP-PRECALC-2028-2029,MATH-AP-PRECALC,Y03-SEC-015,TCH-004,SYN-SIS-000447,9,active,true,matched
1050,11,9,99,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-BEYOND-CORE-2028-2029,MATH-BEYOND-CORE,Y03-SEC-025,TCH-004,SYN-SIS-000011,12,active,true,matched
1051,16,9,99,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-BEYOND-CORE-2028-2029,MATH-BEYOND-CORE,Y03-SEC-025,TCH-004,SYN-SIS-000016,12,active,true,matched
1052,51,9,99,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-BEYOND-CORE-2028-2029,MATH-BEYOND-CORE,Y03-SEC-025,TCH-004,SYN-SIS-000051,12,active,true,matched
1053,53,9,99,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-BEYOND-CORE-2028-2029,MATH-BEYOND-CORE,Y03-SEC-025,TCH-004,SYN-SIS-000053,12,active,true,matched
1054,57,9,99,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-BEYOND-CORE-2028-2029,MATH-BEYOND-CORE,Y03-SEC-025,TCH-004,SYN-SIS-000057,12,active,true,matched
1055,177,9,99,19,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-BEYOND-CORE-2028-2029,MATH-BEYOND-CORE,Y03-SEC-025,TCH-004,SYN-SIS-000177,12,active,true,matched
1056,359,2,77,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-003,TCH-002,SYN-SIS-000359,10,active,true,matched
1057,364,2,77,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-003,TCH-002,SYN-SIS-000364,10,active,true,matched
1058,398,2,77,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-003,TCH-002,SYN-SIS-000398,10,active,true,matched
1059,417,2,77,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-003,TCH-002,SYN-SIS-000417,9,active,true,matched
1060,429,2,77,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-003,TCH-002,SYN-SIS-000429,9,active,true,matched
1061,444,2,77,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-003,TCH-002,SYN-SIS-000444,9,active,true,matched
1062,448,2,77,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-003,TCH-002,SYN-SIS-000448,9,active,true,matched
1063,454,2,77,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-003,TCH-002,SYN-SIS-000454,9,active,true,matched
1064,464,2,77,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-003,TCH-002,SYN-SIS-000464,9,active,true,matched
1065,466,2,77,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-003,TCH-002,SYN-SIS-000466,9,active,true,matched
1066,468,2,77,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-003,TCH-002,SYN-SIS-000468,9,active,true,matched
1067,477,2,77,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-003,TCH-002,SYN-SIS-000477,9,active,true,matched
1068,478,2,77,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-003,TCH-002,SYN-SIS-000478,9,active,true,matched
1069,482,2,77,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-003,TCH-002,SYN-SIS-000482,9,active,true,matched
1070,353,2,78,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-004,TCH-002,SYN-SIS-000353,10,active,true,matched
1071,354,2,78,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-004,TCH-002,SYN-SIS-000354,10,active,true,matched
1072,361,2,78,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-004,TCH-002,SYN-SIS-000361,10,active,true,matched
1073,383,2,78,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-004,TCH-002,SYN-SIS-000383,10,active,true,matched
1074,413,2,78,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-004,TCH-002,SYN-SIS-000413,9,active,true,matched
1075,419,2,78,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-004,TCH-002,SYN-SIS-000419,9,active,true,matched
1076,430,2,78,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-004,TCH-002,SYN-SIS-000430,9,active,true,matched
1077,443,2,78,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-004,TCH-002,SYN-SIS-000443,9,active,true,matched
1078,445,2,78,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-004,TCH-002,SYN-SIS-000445,9,active,true,matched
1079,452,2,78,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-004,TCH-002,SYN-SIS-000452,9,active,true,matched
1080,461,2,78,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-004,TCH-002,SYN-SIS-000461,9,active,true,matched
1081,470,2,78,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-004,TCH-002,SYN-SIS-000470,9,active,true,matched
1082,480,2,78,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-004,TCH-002,SYN-SIS-000480,9,active,true,matched
1083,484,2,78,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-004,TCH-002,SYN-SIS-000484,9,active,true,matched
1084,374,2,79,16,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-005,TCH-001,SYN-SIS-000374,10,active,true,matched
1085,378,2,79,16,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-005,TCH-001,SYN-SIS-000378,10,active,true,matched
1086,407,2,79,16,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-005,TCH-001,SYN-SIS-000407,10,active,true,matched
1087,415,2,79,16,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-005,TCH-001,SYN-SIS-000415,9,active,true,matched
1088,418,2,79,16,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-005,TCH-001,SYN-SIS-000418,9,active,true,matched
1089,422,2,79,16,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-005,TCH-001,SYN-SIS-000422,9,active,true,matched
1090,423,2,79,16,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-005,TCH-001,SYN-SIS-000423,9,active,true,matched
1091,433,2,79,16,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-005,TCH-001,SYN-SIS-000433,9,active,true,matched
1092,442,2,79,16,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-005,TCH-001,SYN-SIS-000442,9,active,true,matched
1093,446,2,79,16,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-005,TCH-001,SYN-SIS-000446,9,active,true,matched
1094,451,2,79,16,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-005,TCH-001,SYN-SIS-000451,9,active,true,matched
1095,469,2,79,16,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-005,TCH-001,SYN-SIS-000469,9,active,true,matched
1096,473,2,79,16,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-005,TCH-001,SYN-SIS-000473,9,active,true,matched
1097,481,2,79,16,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-005,TCH-001,SYN-SIS-000481,9,active,true,matched
1098,349,2,80,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-006,TCH-002,SYN-SIS-000349,10,active,true,matched
1099,397,2,80,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-006,TCH-002,SYN-SIS-000397,10,active,true,matched
1100,405,2,80,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-006,TCH-002,SYN-SIS-000405,10,active,true,matched
1101,420,2,80,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-006,TCH-002,SYN-SIS-000420,9,active,true,matched
1102,421,2,80,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-006,TCH-002,SYN-SIS-000421,9,active,true,matched
1103,440,2,80,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-006,TCH-002,SYN-SIS-000440,9,active,true,matched
1104,441,2,80,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-006,TCH-002,SYN-SIS-000441,9,active,true,matched
1105,449,2,80,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-006,TCH-002,SYN-SIS-000449,9,active,true,matched
1106,458,2,80,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-006,TCH-002,SYN-SIS-000458,9,active,true,matched
1107,465,2,80,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-006,TCH-002,SYN-SIS-000465,9,active,true,matched
1108,471,2,80,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-006,TCH-002,SYN-SIS-000471,9,active,true,matched
1109,472,2,80,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-006,TCH-002,SYN-SIS-000472,9,active,true,matched
1110,485,2,80,17,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-GEOM-2028-2029,MATH-GEOM,Y03-SEC-006,TCH-002,SYN-SIS-000485,9,active,true,matched
1111,35,6,90,18,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-PRECALC-2028-2029,MATH-PRECALC,Y03-SEC-016,TCH-003,SYN-SIS-000035,12,active,true,matched
1112,50,6,90,18,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-PRECALC-2028-2029,MATH-PRECALC,Y03-SEC-016,TCH-003,SYN-SIS-000050,12,active,true,matched
1113,65,6,90,18,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-PRECALC-2028-2029,MATH-PRECALC,Y03-SEC-016,TCH-003,SYN-SIS-000065,12,active,true,matched
1114,205,6,90,18,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-PRECALC-2028-2029,MATH-PRECALC,Y03-SEC-016,TCH-003,SYN-SIS-000205,12,active,true,matched
1115,263,6,90,18,synthetic_canvas_profile_extract_v2,synthetic_canvas,2028-2029,SYN-CANVAS-MATH-PRECALC-2028-2029,MATH-PRECALC,Y03-SEC-016,TCH-003,SYN-SIS-000263,12,active,true,matched
